Year,Week,Ranking,TV,movie_zh_name,category,director,imdb_score
2021,45,10,Misty,謎霧,"懸疑推理, 犯罪, 浪漫",NA,8
2021,45,4,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,45,5,My Name,以吾之名,"犯罪, 驚悚, 冒險動作",Kim Jin-min,7.8
2021,45,6,Inspector Koo,神探具景伊,"犯罪, 驚悚, 喜劇",NA,6.9
2021,45,8,Squid Game,魷魚遊戲,驚悚,Hwang Dong-hyuk,8
2021,46,1,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,46,3,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,46,4,Misty,謎霧,"懸疑推理, 犯罪, 浪漫",NA,8
2021,46,5,My Name,以吾之名,"犯罪, 驚悚, 冒險動作",Kim Jin-min,7.8
2021,46,6,Inspector Koo,神探具景伊,"犯罪, 驚悚, 喜劇",NA,6.9
2021,47,1,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Yeon Sang-ho,6.6
2021,47,1,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Choi Gyu-seok,6.6
2021,47,3,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,47,4,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,47,6,Misty,謎霧,"懸疑推理, 犯罪, 浪漫",NA,8
2021,47,8,Inspector Koo,神探具景伊,"犯罪, 驚悚, 喜劇",NA,6.9
2021,48,2,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Yeon Sang-ho,6.6
2021,48,2,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Choi Gyu-seok,6.6
2021,48,3,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,48,6,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,49,4,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,49,5,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Yeon Sang-ho,6.6
2021,49,5,Hellbound,地獄公使,"懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",Choi Gyu-seok,6.6
2021,49,6,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,49,7,The Beauty Inside,愛上變身情人,"浪漫, 喜劇",Im Meari,7.6
2021,50,3,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,50,4,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,50,5,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2021,50,7,Inspector Koo,神探具景伊,"犯罪, 驚悚, 喜劇",NA,6.9
2021,50,9,The Beauty Inside,愛上變身情人,"浪漫, 喜劇",Im Meari,7.6
2021,51,10,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2021,51,10,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2021,51,4,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2021,51,6,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2021,51,7,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,51,9,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Park Eun-kyo,6.9
2021,51,9,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Choi Hang-yong,6.9
2021,52,1,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Park Eun-kyo,6.9
2021,52,1,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Choi Hang-yong,6.9
2021,52,10,Hometown Cha-Cha-Cha,海岸村恰恰恰,"浪漫, 喜劇",Shin Ha-eun,8.5
2021,52,5,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2021,52,6,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2021,52,6,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2021,52,9,The King's Affection,戀慕,"浪漫, 漫畫改編, 時代經典",Han Hee-jung,7.9
2022,1,2,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2022,1,2,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2022,1,3,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,1,4,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Park Eun-kyo,6.9
2022,1,4,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Choi Hang-yong,6.9
2022,1,9,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,1,9,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,2,1,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2022,2,1,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2022,2,10,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,2,10,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,2,4,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,2,9,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Park Eun-kyo,6.9
2022,2,9,The Silent Sea,寧靜海,"懸疑推理, 科幻, 驚悚",Choi Hang-yong,6.9
2022,3,1,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,3,2,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2022,3,2,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2022,3,7,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,3,7,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,4,1,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,4,10,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,4,10,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,4,3,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2022,4,3,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2022,4,7,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,4,7,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,4,8,Encounter,男朋友,浪漫,Yoo Young-a,7.5
2022,5,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,5,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,5,10,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Jae-won,7.1
2022,5,10,Singles Inferno,單身即地獄,"競賽實境, 實境",Kim Na-hyun,7.1
2022,5,2,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,5,4,Encounter,男朋友,浪漫,Yoo Young-a,7.5
2022,5,9,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,5,9,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,6,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,6,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,6,2,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,6,5,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Seo Jae-won,7.3
2022,6,5,Bulgasal: Immortal Souls,不可殺：永生之靈,"奇幻, 驚悚",Kwon So-ra,7.3
2022,6,6,Encounter,男朋友,浪漫,Yoo Young-a,7.5
2022,6,9,Crash Landing on You,愛的迫降,"浪漫, 喜劇",Park Ji-eun,8.7
2022,7,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,7,1,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,7,10,Encounter,男朋友,浪漫,Yoo Young-a,7.5
2022,7,4,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,7,6,Crash Landing on You,愛的迫降,"浪漫, 喜劇",Park Ji-eun,8.7
2022,7,8,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,7,9,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,7,9,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,8,3,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,8,3,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,8,4,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,8,4,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,8,5,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,8,6,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,8,7,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,8,7,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,8,8,Crash Landing on You,愛的迫降,"浪漫, 喜劇",Park Ji-eun,8.7
2022,8,9,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,8,9,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,9,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,9,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,9,10,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,9,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,9,4,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,9,4,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,9,5,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,9,5,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,9,8,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,9,8,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,9,8,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,9,9,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",Chun Sung-il,7.5
2022,9,9,All of Us Are Dead,殭屍校園,"網路漫改, 青少年",JQ Lee,7.5
2022,10,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,10,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,10,2,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,10,3,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,10,3,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,10,3,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,10,4,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,10,4,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,10,5,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,10,5,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,10,9,Our Beloved Summer,那年，我們的夏天,"浪漫, 喜劇",Lee Na-eun,8.4
2022,11,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,11,1,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,11,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,11,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,11,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,11,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,11,4,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,11,4,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,11,5,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,11,5,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,11,8,Love (ft. Marriage and Divorce),婚詞離曲,劇情,Im Sung-han,6.6
2022,12,10,Love (ft. Marriage and Divorce),婚詞離曲,劇情,Im Sung-han,6.6
2022,12,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,12,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,12,2,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,12,3,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,12,3,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,12,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,12,5,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,12,5,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,12,6,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,12,6,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,12,7,The Cursed,謗法,"懸疑推理, 驚悚, 恐怖",Yeon Sang-ho,7.1
2022,13,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,13,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,13,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,13,2,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,13,2,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,13,4,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,13,5,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,13,5,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,13,7,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,13,7,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,13,9,The Cursed,謗法,"懸疑推理, 驚悚, 恐怖",Yeon Sang-ho,7.1
2022,14,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,14,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,14,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,14,10,Black Dog,Black Dog,劇情,Hwang Joon-Hyuk,7.8
2022,14,10,Black Dog,Black Dog,劇情,Park Joo-yun,7.8
2022,14,2,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,14,2,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,14,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,14,4,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,14,4,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,14,8,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,14,8,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,14,9,Crash Landing on You,愛的迫降,"浪漫, 喜劇",Park Ji-eun,8.7
2022,15,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,15,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,15,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,15,10,Juvenile Justice,少年法庭,"犯罪, 法庭",Hong Jong-chan,8
2022,15,10,Juvenile Justice,少年法庭,"犯罪, 法庭",Kim Min-seok,8
2022,15,2,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,15,2,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,15,3,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,15,5,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,15,5,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,15,7,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,15,8,Black Dog,Black Dog,劇情,Hwang Joon-Hyuk,7.8
2022,15,8,Black Dog,Black Dog,劇情,Park Joo-yun,7.8
2022,15,9,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,16,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,16,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,16,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,16,2,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,16,2,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,16,4,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,16,4,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,16,5,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,16,6,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,16,7,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,16,9,Black Dog,Black Dog,劇情,Hwang Joon-Hyuk,7.8
2022,16,9,Black Dog,Black Dog,劇情,Park Joo-yun,7.8
2022,17,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,17,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,17,1,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,17,2,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,17,2,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,17,5,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,17,7,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,17,8,Thirty-Nine,三十九,浪漫,Yoo Young-a,7.7
2022,17,8,Thirty-Nine,三十九,浪漫,Kim Sang-ho,7.7
2022,17,9,Forecasting Love and Weather,氣象廳的人們：社內戀愛殘酷史篇,"浪漫, 喜劇",Kang Eun-kyung,7.1
2022,17,10,Love (ft. Marriage and Divorce),婚詞離曲,劇情,Im Sung-han,6.6
2022,18,4,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,18,5,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,18,5,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,18,5,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,18,6,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,18,6,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,18,7,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,18,8,My Liberation Notes,我的出走日記,劇情,Kim Sok-yun,8.7
2022,18,8,My Liberation Notes,我的出走日記,劇情,Park Hae-young,8.7
2022,18,10,Love (ft. Marriage and Divorce),婚詞離曲,劇情,Im Sung-han,6.6
2022,19,4,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,19,5,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,19,5,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,19,6,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,19,6,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,19,6,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,19,7,My Liberation Notes,我的出走日記,劇情,Kim Sok-yun,8.7
2022,19,7,My Liberation Notes,我的出走日記,劇情,Park Hae-young,8.7
2022,19,8,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,20,2,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,20,6,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,20,7,My Liberation Notes,我的出走日記,劇情,Kim Sok-yun,8.7
2022,20,7,My Liberation Notes,我的出走日記,劇情,Park Hae-young,8.7
2022,20,8,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,20,8,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
2022,20,9,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Park Seon-ho,8.2
2022,20,9,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Han Sul-hee,8.2
2022,20,9,Business Proposal,社內相親,"網路漫改, 浪漫喜劇",Hong Bo-hui,8.2
2022,21,3,Our Blues,我們的藍調時光,劇情,Noh Hee-kyung,8.1
2022,21,4,My Liberation Notes,我的出走日記,劇情,Kim Sok-yun,8.7
2022,21,4,My Liberation Notes,我的出走日記,劇情,Park Hae-young,8.7
2022,21,5,Tomorrow,還有明天,"網路漫改, 奇幻",Kim Tae-yun,7.2
2022,21,7,Twenty Five Twenty One,二十五，二十一,浪漫,Jung Jee-hyun,8.7
2022,21,7,Twenty Five Twenty One,二十五，二十一,浪漫,Kwon Do-eun,8.7
