Year,Week,Ranking,TV,movie_zh_name,first_air_date,genre_ids,category,id,origin_country,original_language,overview,imdb_score,popularity,vote_average,vote_count
2021,49,4,The King's Affection,戀慕,2021/10/11,18,"浪漫, 漫畫改編, 時代經典",129478,KR,ko,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",7.9,38.748,8.6,103
2021,49,5,Hellbound,地獄公使,2021/11/19,"18, 80, 9648, 10765","懸疑推理, 犯罪, 網路漫改, 驚悚, 恐怖",106651,KR,ko,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",6.6,286.395,7.6,544
2021,49,6,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"35, 18","浪漫, 喜劇",128883,KR,ko,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",8.5,40.102,8.2,302
2021,49,7,The Beauty Inside,愛上變身情人,2018/10/1,"18, 35, 10751","浪漫, 喜劇",82237,KR,ko,"It is a love story of Han Se-gye who is an A-list actress. She is known as a troublemaker and the object of many rumors. Her life is a mystery, but, in reality, she suffers from an unusual phenomenon. At a certain point every month, her appearance changes to a different person. She lives one week out of every month with a different appearance, and Seo Do-jae who is an executive director of an airline company. He seems perfect with an attractive appearance and intelligence but, he suffers from prosopagnosia. He hides this disability and tries hard to memorize people by their habits and mannerisms. The only face that he is able to recognize is Han Se-gyes.",7.6,13.502,8.3,28
2021,49,8,JoJo's Bizarre Adventure,JOJO的奇妙冒險,2012/10/6,"16, 10759, 10765",,45790,JP,ja,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",,110.747,8.8,889
2021,49,9,Be Together,Be Together,2021/6/28,"18, 35",,128342,CN,zh,"Four female friends and former classmates  Xia Yan (Sun Yi), Zhao Xiao Lei (Du Yu Chen), Xiang Nan (Zhang Wen), and Han Shuang (Ma Li)  have formed a bond that could last a lifetime. But as they approach the end of their twenties, they all find themselves facing up to a range of very different challenges.",,12.592,10,1
2021,50,1,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2021,50,10,The Witcher,獵魔士,2019/12/20,"10765, 18, 10759",,71912,US,en,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,181.285,8.3,3645
2021,50,2,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2021,50,3,The King's Affection,戀慕,2021/10/11,18,"浪漫, 漫畫改編, 時代經典",129478,KR,ko,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",7.9,38.748,8.6,103
2021,50,4,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"35, 18","浪漫, 喜劇",128883,KR,ko,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",8.5,40.102,8.2,302
2021,50,5,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2021,50,6,Money Heist,NA,2017/5/2,"80, 18",,71446,ES,es,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",,304.066,8.3,16265
2021,50,7,Inspector Koo,神探具景伊,2021/10/30,"10759, 35, 18, 9648, 80","犯罪, 驚悚, 喜劇",129475,KR,ko,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",6.9,9.943,7.1,100
2021,50,8,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2021,50,9,The Beauty Inside,愛上變身情人,2018/10/1,"18, 35, 10751","浪漫, 喜劇",82237,KR,ko,"It is a love story of Han Se-gye who is an A-list actress. She is known as a troublemaker and the object of many rumors. Her life is a mystery, but, in reality, she suffers from an unusual phenomenon. At a certain point every month, her appearance changes to a different person. She lives one week out of every month with a different appearance, and Seo Do-jae who is an executive director of an airline company. He seems perfect with an attractive appearance and intelligence but, he suffers from prosopagnosia. He hides this disability and tries hard to memorize people by their habits and mannerisms. The only face that he is able to recognize is Han Se-gyes.",7.6,13.502,8.3,28
2021,51,1,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2021,51,10,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2021,51,2,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2021,51,3,The Witcher,獵魔士,2019/12/20,"10765, 18, 10759",,71912,US,en,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,181.285,8.3,3645
2021,51,4,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2021,51,5,Emily in Paris,艾蜜莉在巴黎,2020/10/2,"18, 35",,82596,US,en,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",,69.259,8,794
2021,51,6,The King's Affection,戀慕,2021/10/11,18,"浪漫, 漫畫改編, 時代經典",129478,KR,ko,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",7.9,38.748,8.6,103
2021,51,7,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"35, 18","浪漫, 喜劇",128883,KR,ko,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",8.5,40.102,8.2,302
2021,51,8,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2021,51,9,The Silent Sea,寧靜海,2021/12/24,"18, 10765","懸疑推理, 科幻, 驚悚",96777,KR,ko,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",6.9,227.492,8,345
2021,52,1,The Silent Sea,寧靜海,2021/12/24,"18, 10765","懸疑推理, 科幻, 驚悚",96777,KR,ko,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",6.9,227.492,8,345
2021,52,10,Hometown Cha-Cha-Cha,海岸村恰恰恰,2021/8/28,"35, 18","浪漫, 喜劇",128883,KR,ko,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",8.5,40.102,8.2,302
2021,52,2,Emily in Paris,艾蜜莉在巴黎,2020/10/2,"18, 35",,82596,US,en,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",,69.259,8,794
2021,52,3,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2021,52,4,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2021,52,5,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2021,52,6,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2021,52,7,The Witcher,獵魔士,2019/12/20,"10765, 18, 10759",,71912,US,en,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,181.285,8.3,3645
2021,52,8,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2021,52,9,The King's Affection,戀慕,2021/10/11,18,"浪漫, 漫畫改編, 時代經典",129478,KR,ko,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",7.9,38.748,8.6,103
2022,1,1,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2022,1,10,The Witcher,獵魔士,2019/12/20,"10765, 18, 10759",,71912,US,en,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,181.285,8.3,3645
2022,1,2,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2022,1,3,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2022,1,4,The Silent Sea,寧靜海,2021/12/24,"18, 10765","懸疑推理, 科幻, 驚悚",96777,KR,ko,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",6.9,227.492,8,345
2022,1,5,Emily in Paris,艾蜜莉在巴黎,2020/10/2,"18, 35",,82596,US,en,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",,69.259,8,794
2022,1,6,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,1,7,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2022,1,8,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2022,1,9,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2022,2,1,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2022,2,10,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2022,2,2,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2022,2,3,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,2,4,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2022,2,5,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2022,2,6,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2022,2,7,Emily in Paris,艾蜜莉在巴黎,2020/10/2,"18, 35",,82596,US,en,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",,69.259,8,794
2022,2,8,Boss & Me,Boss & Me,2014/7/8,35,,61054,CN,zh,"Based off Gu Man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. However one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. Hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm.",,3.453,9,4
2022,2,9,The Silent Sea,寧靜海,2021/12/24,"18, 10765","懸疑推理, 科幻, 驚悚",96777,KR,ko,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",6.9,227.492,8,345
2022,3,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2022,3,10,The Glamorous Imperial Concubine,The Glamorous Imperial Concubine,2011/9/30,18,,41724,CN,zh,"Ma Fuya is a princess of the Chu state in 10th-century imperial China during the Five Dynasties and Ten Kingdoms period. In this time of warring kingdoms and political upheaval, Fuya's uncle usurps the throne and brutally kills her father. Ma Fuya is left an orphan, and she escapes with the help of a eunuch. She also falls in love with Meng Qiyou, the Prince of Later Shu. He instead uses her as a political tool, and he brings her back into his kingdom. Many of his brothers are attracted to her, such as Meng Qixing and Meng Qiyun. Due to her resemblance as Meng Qiyun's mother, the Emperor also falls in love with her. Ma Fuya is forced to marry the Emperor, but the procession is interrupted by Liu Liancheng.",,3.259,0,0
2022,3,2,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2022,3,3,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2022,3,4,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,3,5,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2022,3,6,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2022,3,7,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2022,3,8,Boss & Me,Boss & Me,2014/7/8,35,,61054,CN,zh,"Based off Gu Man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. However one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. Hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm.",,3.453,9,4
2022,3,9,Too Hot to Handle,慾罷不能,2020/4/17,10764,,102085,US,en,"On the shores of paradise, gorgeous singles meet and mingle. But theres a twist. To win a $100,000 grand prize, theyll have to give up sex.",,21.858,6.9,316
2022,4,1,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2022,4,10,All of Us Are Dead,殭屍校園,2022/1/28,"18, 10765","網路漫改, 青少年",99966,KR,ko,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out  or turn into one of the rabid infected.,7.5,1099.106,8.5,1873
2022,4,2,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2022,4,3,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2022,4,4,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2022,4,5,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,4,6,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2022,4,7,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2022,4,8,Encounter,男朋友,2018/11/28,18,浪漫,83941,KR,ko,"It all started with an encounter between a young, ordinary man and a woman whose life has been designed by her influential parents. May it be fate or sheer coincidence, it was a picturesque sunset-lit evening in Cuba that brought them together. And as if they were put under a spell, they were drawn to each other despite the hardships and agony that they were meant to face inevitably. To those around them, the mans actions and words may seem like nothing but of a young, foolish mans youthful infatuation, but to them, it is love.",7.5,3.799,7.6,18
2022,4,9,Boss & Me,Boss & Me,2014/7/8,35,,61054,CN,zh,"Based off Gu Man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. However one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. Hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm.",,3.453,9,4
2022,5,1,All of Us Are Dead,殭屍校園,2022/1/28,"18, 10765","網路漫改, 青少年",99966,KR,ko,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out  or turn into one of the rabid infected.,7.5,1099.106,8.5,1873
2022,5,10,Singles Inferno,單身即地獄,2021/12/18,10764,"競賽實境, 實境",139798,KR,ko,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",7.1,7.618,9,8
2022,5,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
2022,5,3,Light the Night,華燈初上,2021/11/27,"18, 9648, 80",,130330,TW,zh,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",,29.741,8.8,13
2022,5,4,Encounter,男朋友,2018/11/28,18,浪漫,83941,KR,ko,"It all started with an encounter between a young, ordinary man and a woman whose life has been designed by her influential parents. May it be fate or sheer coincidence, it was a picturesque sunset-lit evening in Cuba that brought them together. And as if they were put under a spell, they were drawn to each other despite the hardships and agony that they were meant to face inevitably. To those around them, the mans actions and words may seem like nothing but of a young, foolish mans youthful infatuation, but to them, it is love.",7.5,3.799,7.6,18
2022,5,5,Gold Leaf,茶金,2021/11/13,18,,127579,TW,zh,"In 1949, the only daughter of the largest tea factory in Taiwan was supposed to marry a man to take over her life and her fathers huge business. After she divorced, who was her own master became a question. To prove her worth, she intervenes in the family business that was in high debt. In an era when there was no ""businesswoman"", she led the crumbling tea factory to the world in the ""tea wars.",,2.084,0,0
2022,5,6,Demon Slayer: Kimetsu no Yaiba,鬼滅之刃,2019/4/6,"16, 10765, 10759",,85937,JP,ja,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a demon slayer so that he can turn his sister back into a human, and kill the demon that massacred his family.",,177.86,8.8,3802
2022,5,7,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,5,8,Delicious Romance,愛很美味,2021/11/26,"18, 35",,139640,CN,zh,"Delicious Romance follows three urban beauties whose lives reflect to varying degrees the intimacy between contemporary men and women. Among them, Liu Jing is a perfectionist food blogger who is extremely picky when it comes to finding a partner. Divorced anchor Fang Xin is troubled by love despite her outstanding looks. Xia Meng is a corporate powerhouse whose success has made her boyfriend feel insecure. These women who have experienced hardships in business, oppression in the workplace and setbacks in their relationships come to have a new understanding towards life.",,2.79,8,2
2022,5,9,Bulgasal: Immortal Souls,不可殺：永生之靈,2021/12/18,"18, 10765, 10759","奇幻, 驚悚",137520,KR,ko,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,7.3,26.029,8.1,19
2022,6,1,All of Us Are Dead,殭屍校園,2022/1/28,"18, 10765","網路漫改, 青少年",99966,KR,ko,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out  or turn into one of the rabid infected.,7.5,1099.106,8.5,1873
2022,6,10,Manifest,命運航班,2018/9/24,"18, 9648, 10765",,79696,US,en,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",,83.329,7.7,616
2022,6,2,Our Beloved Summer,那年，我們的夏天,2021/12/6,"35, 18","浪漫, 喜劇",135897,KR,ko,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera  and into each other's lives.",8.4,18.872,8.9,19
